doc_id,year,indegree,outdegree,org,ideo,vcrime,vcrime_rate,admin,state,county,city,population_y,white_d,black_d,ai_na_d,asian_d,other_race_d,other_d,hisp_d,male_d,female_d,lhs_d,hs_d,college_d,pcinc_d,urban_d,rural_d,manage_d,service_d,sales_d,farming_d,maint_d,product_d,per_repub1,org_admin,county_admin,population_m,population_i,log_ind,log_outd,word_count,anger,disgust,joy,fear,sadness,anger2,disgust2,joy2,fear2,sadness2,per_repub2,admin3,admin4,pos,neg,decade,poverty_d,unemp_d,civilr_org,immr_org,minr_org,womr_org,lgbtr_org,racer_org,repr_org,lifer_org,religr_org,total_crorg,total_liborg,public,crisis,id1,id2,id3,id4,id5,id6,id7,1-Dec,2-Dec,3-Dec,crisis2,logblack,logpoverty,logunemp,logpcinc,logrural,logvcrime,wb,logwb,vocality,entrepreneur,entrep_name,org_type,doc_type,entrep2,doc1,doc2,doc3,doc4,doc5,doc6,ideo2,admin2,page,org2,between,docsn,docs8090,docs20,page8090,page20,bet8090,bet20,e1,e2,log_black,race_org,race2_org,fact1,totalcon_org,f1,wh,fs1,pca_black1,pca_black2,pca_farm1,pca_farm2,work_d,pca_immr1,pca_immr2,prof_d,pca_int1,admin42,stdfear2,stdanger2,flag,stdpage,public2,flag2,ad1,ad2,ad3,ad4,flag3,entropy,_est_m1,_est_m2,_est_m3,_est_m4,stdent,founding,flag4,stdfear,stdanger,outpage,stdopage
AFBNP_1999_hdissue1.txt,1999,0,1.45455,American Friends of the British National Party,white nationalist,13,1.290066488,Clinton2,Virginia,Falls Church,Falls Church,10.077,89.0896,3.1113,0.438505,4.76091,2.59971,7.79912,6.35132,47.7448,52.2552,8.82163,15.1856,75.9928,26.709,85.1201,14.8799,0.018258,56.5638,9.29341,28.7201,0.419938,4.98448,38.1,American Friends of the British National Party3,Falls Church3,10.155,-0.078,0,0.897942,1084,0.005535,0,0.049815,0.00369,0.010148,0.553505,0,4.98155,0.369004,1.01476,38.4,clinton,Clinton,0.356088,0.223247,1990,3.53414,2.71571,0,1,0,0,0,0,1,0,0,2,2,0.000000873,yes,0,0,0,0,0,0,1,0,1,0,yes,1.413738,1.511635,1.31257,3.321757,2.765051,3.7612,28.63423,3.38893,0,0,.,Political activist group,newsletter,0,0,0,0,1,0,0,white nationalist,Clinton2,0.0071984,American Friends of the British National Party,0,11,2,9,0.0305581,0.009833,0,0,1,1,1.413738,0,0,-0.6912808,0,0.2043241,14.02694,-1.317194,-1.126495,-0.050251,0.872497,-0.068055,5.404418,3.292714,-7.317754,65.87547,1.88103,Clinton,-0.5267276,-0.9925514,1,-0.8157869,0.0873,1,1,0,0,0,1,1.432311,1,1,1,1,0.3703098,0,0,-0.5267363,-0.9925454,0.0314728,-0.1825344
AFBNP_1999_hdissue2.txt,1999,0,1.45455,American Friends of the British National Party,white nationalist,13,1.290066488,Clinton2,Virginia,Falls Church,Falls Church,10.077,89.0896,3.1113,0.438505,4.76091,2.59971,7.79912,6.35132,47.7448,52.2552,8.82163,15.1856,75.9928,26.709,85.1201,14.8799,0.018258,56.5638,9.29341,28.7201,0.419938,4.98448,38.1,American Friends of the British National Party3,Falls Church3,10.155,-0.078,0,0.897942,791,0.001264,0,0.072061,0,0.002528,0.126422,0,7.20607,0,0.252845,38.4,clinton,Clinton,0.372946,0.150442,1990,3.53414,2.71571,0,1,0,0,0,0,1,0,0,2,2,0.000000873,yes,0,0,0,0,0,0,1,0,1,0,yes,1.413738,1.511635,1.31257,3.321757,2.765051,3.7612,28.63423,3.38893,0,0,.,Political activist group,newsletter,0,0,0,0,1,0,0,white nationalist,Clinton2,0.0071984,American Friends of the British National Party,0,11,2,9,0.0305581,0.009833,0,0,1,1,1.413738,0,0,-0.6912808,0,0.2043241,14.02694,-1.317194,-1.126495,-0.050251,0.872497,-0.068055,5.404418,3.292714,-7.317754,65.87547,1.88103,Clinton,-1.398383,-1.548548,1,-0.8157869,0.0873,1,1,0,0,0,1,1.415735,1,1,1,1,0.2757894,0,0,-1.398383,-1.548551,0.0314728,-0.1825344
AFBNP_2000_hdissue3.txt,2000,0,1.45455,American Friends of the British National Party,white nationalist,15,1.454757056,Clinton2,Virginia,Falls Church,Falls Church,10.311,84.9668,3.27648,0.240917,6.57223,4.94362,11.7568,8.6292,48.6557,51.3443,5.19718,13.6067,81.1961,41.051,79.8207,20.1793,0.024085,56.0934,14.3545,25.4335,0.024085,4.07033,38.1,American Friends of the British National Party3,Falls Church3,10.155,0.156,0,0.897942,806,0.003722,0,0.052109,0.001241,0.002481,0.372208,0,5.21092,0.124069,0.248139,38.4,clinton,Clinton,0.358561,0.155087,2000,2.82551,2.91729,0,0,0,0,0,0,0,0,0,0,0,1.49E-06,yes,0,0,0,0,0,0,1,0,0,1,yes,1.45313,1.341691,1.3654,3.738883,3.053023,3.912023,25.93235,3.293328,0,0,.,Political activist group,newsletter,0,0,0,0,1,0,0,white nationalist,Clinton2,0.0071984,American Friends of the British National Party,0,11,2,9,0.0305581,0.009833,0,0,0,0,1.45313,0,0,-0.6147049,0,0.1444195,9.846427,-1.413521,-0.9291442,-0.0927191,1.630903,-0.5711708,4.094413,2.430701,-1.806022,70.47206,3.115441,Clinton,-1.105308,-1.228572,1,-0.8157869,0.14851,1,1,0,0,0,1,1.432552,1,1,1,1,0.3716829,0,0,-1.105307,-1.22857,0.0314728,-0.1825344
AFBNP_2000_hdissue4.txt,2000,0,1.45455,American Friends of the British National Party,white nationalist,15,1.454757056,Clinton2,Virginia,Falls Church,Falls Church,10.311,84.9668,3.27648,0.240917,6.57223,4.94362,11.7568,8.6292,48.6557,51.3443,5.19718,13.6067,81.1961,41.051,79.8207,20.1793,0.024085,56.0934,14.3545,25.4335,0.024085,4.07033,38.1,American Friends of the British National Party3,Falls Church3,10.596,-0.285,0,0.897942,1178,0.009338,0,0.04584,0.000849,0.002547,0.933786,0,4.58404,0.08489,0.254669,38.4,clinton,Clinton,0.340407,0.13837,2000,2.82551,2.91729,0,0,0,0,0,0,0,0,0,0,0,1.49E-06,yes,0,0,0,0,0,0,1,0,0,1,yes,1.45313,1.341691,1.3654,3.738883,3.053023,3.912023,25.93235,3.293328,0,0,.,Political activist group,newsletter,0,0,0,0,1,0,0,white nationalist,Clinton2,0.0071984,American Friends of the British National Party,0,11,2,9,0.0305581,0.009833,0,0,0,0,1.45313,0,0,-0.6147049,0,0.1444195,9.846427,-1.413521,-0.9291442,-0.0927191,1.630903,-0.5711708,4.094413,2.430701,-1.806022,70.47206,3.115441,Clinton,-1.197858,-0.4974846,1,-0.8157869,0.14851,1,1,0,0,0,1,1.429006,1,1,1,1,0.351462,0,0,-1.197857,-0.4974793,0.0314728,-0.1825344
AFBNP_2000_hdissue5.txt,2000,0,1.45455,American Friends of the British National Party,white nationalist,15,1.454757056,Clinton2,Virginia,Falls Church,Falls Church,10.311,84.9668,3.27648,0.240917,6.57223,4.94362,11.7568,8.6292,48.6557,51.3443,5.02335,13.1516,81.8251,41.051,79.8207,20.1793,0.024085,56.0934,14.3545,25.4335,0.024085,4.07033,38.1,American Friends of the British National Party3,Falls Church3,10.596,-0.285,0,0.897942,728,0.002747,0.001374,0.049451,0,0.004121,0.274725,0.137363,4.94506,0,0.412088,38.4,clinton,Clinton,0.376374,0.145604,2000,2.82551,2.91729,0,0,0,0,0,0,0,0,0,0,0,1.49E-06,yes,0,0,0,0,0,0,1,0,0,1,yes,1.45313,1.341691,1.3654,3.738883,3.053023,3.912023,25.93235,3.293328,0,0,.,Political activist group,newsletter,0,0,0,0,1,0,0,white nationalist,Clinton2,0.0071984,American Friends of the British National Party,0,11,2,9,0.0305581,0.009833,0,0,0,0,1.45313,0,0,-0.6147049,0,0.1444195,9.846427,-1.413521,-0.9291442,-0.0927191,1.630903,-0.5711708,4.094413,2.430701,-1.806022,70.47206,3.136364,Clinton,-1.398383,-1.35548,1,-0.8157869,0.14851,1,1,0,0,0,1,1.437061,1,1,1,1,0.3973993,0,0,-1.398383,-1.355474,0.0314728,-0.1825344
AFBNP_2001_hdissue6.txt,2001,0,1.45455,American Friends of the British National Party,white nationalist,1,0.095020905,WBush1,Virginia,Falls Church,Falls Church,10.524,84.9668,3.27648,0.240917,6.57223,4.94362,11.7568,8.6292,48.6557,51.3443,5.19718,13.6067,81.1961,41.051,79.8207,20.1793,0.024085,56.0934,14.3545,25.4335,0.024085,4.07033,38.1,American Friends of the British National Party4,Falls Church4,10.596,-0.071999,0,0.897942,692,0.004335,0,0.075144,0.001445,0.00578,0.433526,0,7.51445,0.144509,0.578035,38.1,not clinton,WBush,0.403179,0.171965,2000,2.82551,2.91729,0,0,0,0,0,0,0,0,0,0,0,1.09E-06,no,0,0,0,0,0,0,1,0,0,1,no,1.45313,1.341691,1.3654,3.738883,3.053023,1.609438,25.93235,3.293328,0,0,.,Political activist group,newsletter,0,0,0,0,1,0,0,white nationalist,WBush1,0.0071984,American Friends of the British National Party,0,11,2,9,0.0305581,0.009833,0,0,0,0,1.45313,0,0,-0.8075727,0,0.1444195,9.846427,-1.413521,-1.546597,0.311097,1.630903,-0.5711708,4.094413,2.430701,-1.806022,70.47206,3.115441,WBush,-1.057027,-1.148746,1,-0.8157869,0.10917,1,0,0,0,1,1,1.492766,1,1,1,1,0.7150544,0,0,-1.057024,-1.148741,0.0314728,-0.1825344
AFBNP_2001_hdissue7.txt,2001,0,1.45455,American Friends of the British National Party,white nationalist,1,0.095020905,WBush1,Virginia,Falls Church,Falls Church,10.524,84.9668,3.27648,0.240917,6.57223,4.94362,11.7568,8.6292,48.6557,51.3443,5.19718,13.6067,81.1961,41.051,79.8207,20.1793,0.024085,56.0934,14.3545,25.4335,0.024085,4.07033,38.1,American Friends of the British National Party4,Falls Church4,10.596,-0.071999,0,0.897942,1017,0.000983,0.000983,0.056047,0.00295,0.007866,0.098328,0.098328,5.60472,0.294985,0.786627,38.1,not clinton,WBush,0.342183,0.173058,2000,2.82551,2.91729,0,0,0,0,0,0,0,0,0,0,0,1.09E-06,no,0,0,0,0,0,0,1,0,0,1,no,1.45313,1.341691,1.3654,3.738883,3.053023,1.609438,25.93235,3.293328,0,0,.,Political activist group,newsletter,0,0,0,0,1,0,0,white nationalist,WBush1,0.0071984,American Friends of the British National Party,0,11,2,9,0.0305581,0.009833,0,0,0,0,1.45313,0,0,-0.8075727,0,0.1444195,9.846427,-1.413521,-1.546597,0.311097,1.630903,-0.5711708,4.094413,2.430701,-1.806022,70.47206,3.115441,WBush,-0.7015731,-1.585122,1,-0.8157869,0.10917,1,0,0,0,1,1,1.501585,1,1,1,1,0.765341,0,0,-0.7015618,-1.58512,0.0314728,-0.1825344
AFBNP_2001_hdissue8.txt,2001,0,1.45455,American Friends of the British National Party,white nationalist,1,0.095020905,WBush1,Virginia,Falls Church,Falls Church,10.524,84.9668,3.27648,0.240917,6.57223,4.94362,11.7568,8.6292,48.6557,51.3443,5.19718,13.6067,81.1961,41.051,79.8207,20.1793,0.024085,56.0934,14.3545,25.4335,0.024085,4.07033,38.1,American Friends of the British National Party4,Falls Church4,10.596,-0.071999,0,0.897942,827,0.004837,0.002418,0.033857,0.003628,0.002418,0.483676,0.241838,3.38573,0.362757,0.241838,38.1,not clinton,WBush,0.376058,0.210399,2000,2.82551,2.91729,0,0,0,0,0,0,0,0,0,0,0,1.09E-06,no,0,0,0,0,0,0,1,0,0,1,no,1.45313,1.341691,1.3654,3.738883,3.053023,1.609438,25.93235,3.293328,0,0,.,Political activist group,newsletter,0,0,0,0,1,0,0,white nationalist,WBush1,0.0071984,American Friends of the British National Party,0,11,2,9,0.0305581,0.009833,0,0,0,0,1.45313,0,0,-0.8075727,0,0.1444195,9.846427,-1.413521,-1.546597,0.311097,1.630903,-0.5711708,4.094413,2.430701,-1.806022,70.47206,3.115441,WBush,-0.5414837,-1.083459,1,-0.8157869,0.10917,1,0,0,0,1,1,1.457235,1,1,1,1,0.512437,0,0,-0.5414764,-1.083453,0.0314728,-0.1825344
AFBNP_2001_hdissue9.txt,2001,0,1.45455,American Friends of the British National Party,white nationalist,1,0.095020905,WBush1,Virginia,Falls Church,Falls Church,10.524,84.9668,3.27648,0.240917,6.57223,4.94362,11.7568,8.6292,48.6557,51.3443,5.19718,13.6067,81.1961,41.051,79.8207,20.1793,0.024085,56.0934,14.3545,25.4335,0.024085,4.07033,38.1,American Friends of the British National Party4,Falls Church4,10.596,-0.071999,0,0.897942,1152,0.011285,0.001736,0.044271,0.005208,0.000868,1.12847,0.173611,4.42708,0.520833,0.086806,38.1,not clinton,WBush,0.356771,0.18316,2000,2.82551,2.91729,0,0,0,0,0,0,0,0,0,0,0,1.09E-06,no,0,0,0,0,0,0,1,0,0,1,no,1.45313,1.341691,1.3654,3.738883,3.053023,1.609438,25.93235,3.293328,0,0,.,Political activist group,newsletter,0,0,0,0,1,0,0,white nationalist,WBush1,0.0071984,American Friends of the British National Party,0,11,2,9,0.0305581,0.009833,0,0,0,0,1.45313,0,0,-0.8075727,0,0.1444195,9.846427,-1.413521,-1.546597,0.311097,1.630903,-0.5711708,4.094413,2.430701,-1.806022,70.47206,3.115441,WBush,-0.1680776,-0.2440336,1,-0.8157869,0.10917,1,0,0,0,1,1,1.347655,1,1,1,1,-0.1124357,0,0,-0.1680854,-0.244036,0.0314728,-0.1825344
AFBNP_2004_stoppress.txt,2004,0,1.45455,American Friends of the British National Party,white nationalist,4,0.374111485,WBush1,Virginia,Falls Church,Falls Church,10.692,84.9668,3.27648,0.240917,6.57223,4.94362,11.7568,8.6292,48.6557,51.3443,5.19718,13.6067,81.1961,41.051,79.8207,20.1793,0.024085,56.0934,14.3545,25.4335,0.024085,4.07033,34,American Friends of the British National Party4,Falls Church4,10.596,0.096001,0,0.897942,550,0.003636,0,0.04,0.012727,0.009091,0.363636,0,4,1.27273,0.909091,38.1,not clinton,WBush,0.378182,0.301818,2000,2.82551,2.91729,0,1,0,0,0,0,0,0,0,1,1,1.63E-06,no,0,0,0,0,0,0,1,0,0,1,no,1.45313,1.341691,1.3654,3.738883,3.053023,2.397895,25.93235,3.293328,0,0,.,Political activist group,newsletter,0,0,0,0,1,0,0,white nationalist,WBush1,0.0071984,American Friends of the British National Party,0,11,2,9,0.0305581,0.009833,0,0,0,0,1.45313,0,0,-0.781857,0,0.1596307,9.846427,-1.413521,-1.46427,0.2572548,1.530193,-0.4238405,4.094413,3.599203,-7.653999,70.47206,3.115441,WBush,1.608036,-1.239732,1,-0.8157869,0.16308,1,0,0,0,1,1,1.464845,1,1,1,1,0.555836,0,0,1.608043,-1.239727,0.0314728,-0.1825344
